Sl_No,Transmission_Type,Ownership,Fuel_Used,km_driven,Ex_Showroom_Price,On_road_Price,selling_price,Place_of_Origin,Complete_Info,Age,MRP
169,""" Manual""",""" 1st Owner""", Petrol,51405,619000.0,NULL,563799, Ahmedabad, 2019 Maruti Swift VXI Manual,3,742800.0
170,""" Manual""",""" 1st Owner""", Petrol,23875,376000.0,NULL,284599, Ahmedabad, 2018 Datsun Redi Go T (O) Manual,4,451200.0
171,""" Manual""",""" 1st Owner""", Petrol,25708,NULL,564000.0,475999, Ahmedabad, 2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual,5,564000.0
172,""" Manual""",""" 1st Owner""", Petrol,29194,371000.0,NULL,339999, Ahmedabad, 2017 Hyundai Eon ERA PLUS Manual,5,445200.0
173,""" Manual""",""" 1st Owner""", Petrol,72477,437000.0,NULL,415399, Ahmedabad, 2017 Maruti Wagon R 1.0 VXI Manual,5,524400.0
174,""" Manual""",""" 1st Owner""", Diesel,39033,888000.0,NULL,819199, Ahmedabad, 2018 Maruti Vitara Brezza ZDI Manual,4,1065600.0
175,""" Manual""",""" 1st Owner""", Petrol,47005,326000.0,NULL,303399, Ahmedabad, 2017 Maruti Alto 800 VXI Manual,5,391200.0
176,""" Manual""",""" 1st Owner""", Petrol,44701,394000.0,NULL,383599, Ahmedabad, 2019 Maruti Alto K10 VXI Manual,3,472800.0
177,""" Automatic""",""" 1st Owner""", Petrol,63556,NULL,1484000.0,1201699, Ahmedabad, 2018 Hyundai Creta 1.6 SX AT PETROL Automatic,4,1484000.0
178,""" Manual""",""" 1st Owner""", Petrol,43952,NULL,612000.0,479199, Ahmedabad, 2016 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,6,612000.0
179,""" Manual""",""" 1st Owner""", Petrol,29085,NULL,612000.0,495799, Ahmedabad, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
180,""" Manual""",""" 1st Owner""", Petrol,3111,645000.0,NULL,722599, Ahmedabad, 2020 Maruti Baleno DELTA 1.2 K12 Manual,2,774000.0
181,""" Manual""",""" 1st Owner""", Petrol,60326,698000.0,NULL,753799, Ahmedabad, 2020 Maruti Baleno ZETA 1.2 K12 Manual,2,837600.0
182,""" Automatic""",""" 1st Owner""", Petrol,58603,1379000.0,NULL,1425099, Ahmedabad, 2019 KIA SELTOS HTX AT PETROL Automatic,3,1654800.0
183,""" Manual""",""" 1st Owner""", Petrol,27932,437000.0,NULL,433999, Ahmedabad, 2017 Maruti Wagon R 1.0 VXI Manual,5,524400.0
184,""" Automatic""",""" 1st Owner""", Petrol,3151,NULL,530000.0,498499, Ahmedabad, 2021 Maruti S PRESSO VXI AGS Automatic,1,530000.0
185,""" Manual""",""" 1st Owner""", Petrol,28059,326000.0,NULL,308199, Ahmedabad, 2017 Maruti Alto 800 VXI Manual,5,391200.0
186,""" Manual""",""" 1st Owner""", Petrol,12020,311000.0,NULL,325299, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
187,""" Manual""",""" 1st Owner""", Diesel,29821,NULL,1136000.0,887999, Ahmedabad, 2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3,1136000.0
188,""" Manual""",""" 1st Owner""", Petrol,20287,371000.0,NULL,344599, Ahmedabad, 2017 Hyundai Eon ERA PLUS Manual,5,445200.0
189,""" Manual""",""" 1st Owner""", Petrol,56814,NULL,755000.0,572899, Ahmedabad, 2016 Maruti Baleno ZETA 1.2 K12 Manual,6,755000.0
190,""" Manual""",""" 1st Owner""", Diesel,24186,NULL,1136000.0,953599, Ahmedabad, 2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3,1136000.0
191,""" Manual""",""" 1st Owner""", Diesel,74120,NULL,2431000.0,1263499, Ahmedabad, 2018 Jeep Compass 2.0 LIMITED Manual,4,2431000.0
192,""" Manual""",""" 1st Owner""", Petrol,43288,548000.0,NULL,476899, Ahmedabad, 2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT Manual,7,657600.0
193,""" Manual""",""" 1st Owner""", Petrol,24968,350000.0,NULL,383299, Ahmedabad, 2020 Maruti Alto LXI Manual,2,420000.0
194,""" Manual""",""" 1st Owner""", Diesel,56796,NULL,823000.0,587099, Ahmedabad, 2017 Maruti Baleno DELTA DDIS 190 Manual,5,823000.0
195,""" Manual""",""" 1st Owner""", Petrol,12094,350000.0,NULL,377599, Ahmedabad, 2020 Maruti Alto LXI Manual,2,420000.0
196,""" Manual""",""" 1st Owner""", Petrol,3521,NULL,772000.0,625799, Ahmedabad, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
197,""" Automatic""",""" 1st Owner""", Diesel,33373,1049000.0,NULL,837599, Ahmedabad, 2018 Maruti Vitara Brezza ZDI+ DUAL TONE AMT Automatic,4,1258800.0
198,""" Manual""",""" 1st Owner""", Petrol,21530,307000.0,NULL,320399, Ahmedabad, 2017 Maruti Alto 800 LXI Manual,5,368400.0
199,""" Manual""",""" 1st Owner""", Diesel,94331,791000.0,NULL,643499, Ahmedabad, 2017 Maruti Vitara Brezza VDI OPT Manual,5,949200.0
200,""" Manual""",""" 1st Owner""", Petrol,13099,728000.0,NULL,715299, Ahmedabad, 2020 Maruti Dzire VXI Manual,2,873600.0
201,""" Manual""",""" 1st Owner""", Petrol,16809,385000.0,NULL,361999, Ahmedabad, 2018 Hyundai Eon ERA PLUS Manual,4,462000.0
202,""" Manual""",""" 1st Owner""", Petrol,45065,783000.0,NULL,705899, Ahmedabad, 2017 Hyundai Elite i20 ASTA 1.2 (O) Manual,5,939600.0
203,""" Manual""",""" 1st Owner""", Petrol,15248,599000.0,NULL,691299, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
204,""" Manual""",""" 1st Owner""", Petrol,58758,1146000.0,NULL,982899, Ahmedabad, 2019 Honda City VX MT PETROL Manual,3,1375200.0
205,""" Manual""",""" 1st Owner""", Petrol,90855,NULL,772000.0,532799, Ahmedabad, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
206,""" Automatic""",""" 1st Owner""", Petrol,60974,1599000.0,NULL,1479999, Ahmedabad, 2019 KIA SELTOS GTX 1.4 GDI AT PETROL Automatic,3,1918800.0
207,""" Manual""",""" 1st Owner""", Diesel,51018,653000.0,NULL,619499, Ahmedabad, 2017 Maruti Dzire VDI Manual,5,783600.0
208,""" Manual""",""" 1st Owner""", Petrol,46398,307000.0,NULL,298299, Ahmedabad, 2017 Maruti Alto 800 LXI Manual,5,368400.0
209,""" Manual""",""" 1st Owner""", Petrol,3929,345000.0,NULL,344999, Ahmedabad, 2019 Maruti Alto LXI Manual,3,414000.0
210,""" Manual""",""" 1st Owner""", Petrol,56461,307000.0,NULL,280199, Ahmedabad, 2017 Maruti Alto 800 LXI Manual,5,368400.0
211,""" Manual""",""" 1st Owner""", Petrol,56825,732000.0,NULL,699899, Ahmedabad, 2018 Honda Jazz 1.2 V MT Manual,4,878400.0
212,""" Manual""",""" 1st Owner""", Diesel,83206,NULL,823000.0,562699, Ahmedabad, 2017 Maruti Baleno DELTA DDIS 190 Manual,5,823000.0
213,""" Manual""",""" 1st Owner""", Petrol,76473,649000.0,NULL,530099, Ahmedabad, 2015 Hyundai Elite i20 SPORTZ 1.2 Manual,7,778800.0
214,""" Manual""",""" 1st Owner""", Diesel,41893,747000.0,NULL,682099, Ahmedabad, 2017 Maruti Dzire ZDI Plus Manual,5,896400.0
215,""" Manual""",""" 1st Owner""", Diesel,58070,NULL,2320000.0,1153699, Ahmedabad, 2018 Jeep Compass 2.0 LONGITUDE (O) Manual,4,2320000.0
216,""" Manual""",""" 1st Owner""", Diesel,115329,NULL,823000.0,555699, Ahmedabad, 2017 Maruti Baleno DELTA DDIS 190 Manual,5,823000.0
217,""" Manual""",""" 1st Owner""", Petrol,6227,599000.0,NULL,711499, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
218,""" Manual""",""" 1st Owner""", Petrol,59008,629000.0,NULL,581499, Ahmedabad, 2018 Hyundai Xcent S 1.2 Manual,4,754800.0
219,""" Manual""",""" 1st Owner""", Petrol,27061,599000.0,NULL,598499, Ahmedabad, 2018 Maruti Dzire VXI Manual,4,718800.0
220,""" Automatic""",""" 1st Owner""", Petrol,26810,565000.0,NULL,516499, Ahmedabad, 2019 Hyundai NEW SANTRO 1.1 SPORTS AMT Automatic,3,678000.0
221,""" Manual""",""" 1st Owner""", Diesel,71647,810000.0,NULL,708099, Ahmedabad, 2018 Maruti Vitara Brezza VDI Manual,4,972000.0
222,""" Manual""",""" 1st Owner""", Petrol,37768,NULL,833000.0,633499, Ahmedabad, 2019 Honda Amaze 1.2 SMT I VTEC Manual,3,833000.0
223,""" Manual""",""" 1st Owner""", Petrol,13271,NULL,530000.0,441099, Ahmedabad, 2019 Maruti S PRESSO VXI PLUS Manual,3,530000.0
224,""" Manual""",""" 1st Owner""", Petrol,20761,599000.0,NULL,711499, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
225,""" Manual""",""" 1st Owner""", Petrol,6027,NULL,530000.0,455499, Ahmedabad, 2021 Maruti S PRESSO VXI PLUS Manual,1,530000.0
226,""" Manual""",""" 1st Owner""", Petrol,70184,NULL,564000.0,475999, Ahmedabad, 2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual,5,564000.0
227,""" Manual""",""" 1st Owner""", Petrol,23584,NULL,564000.0,498399, Ahmedabad, 2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual,5,564000.0
228,""" Manual""",""" 1st Owner""", Petrol,9552,NULL,755000.0,688099, Ahmedabad, 2019 Maruti Baleno ZETA 1.2 K12 Manual,3,755000.0
229,""" Manual""",""" 1st Owner""", Diesel,59878,669000.0,NULL,742499, Ahmedabad, 2017 Ford Ecosport 1.5 TITANIUMTDCI OPT Manual,5,802800.0
230,""" Manual""",""" 1st Owner""", Petrol,13357,NULL,612000.0,555899, Ahmedabad, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
231,""" Manual""",""" 1st Owner""", Diesel,52735,810000.0,NULL,732599, Ahmedabad, 2018 Maruti Vitara Brezza VDI Manual,4,972000.0
232,""" Manual""",""" 1st Owner""", Petrol,7600,645000.0,NULL,722599, Ahmedabad, 2020 Maruti Baleno DELTA 1.2 K12 Manual,2,774000.0
233,""" Manual""",""" 1st Owner""", Petrol,2966,350000.0,NULL,383699, Ahmedabad, 2020 Maruti Alto LXI Manual,2,420000.0
234,""" Manual""",""" 1st Owner""", Petrol,100616,504000.0,NULL,399599, Ahmedabad, 2015 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,7,604800.0
235,""" Manual""",""" 1st Owner""", Petrol,32623,728000.0,NULL,680999, Ahmedabad, 2020 Maruti Dzire VXI Manual,2,873600.0
236,""" Manual""",""" 1st Owner""", Petrol,18618,599000.0,NULL,683499, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
237,""" Manual""",""" 1st Owner""", Petrol,30579,NULL,812000.0,540699, Ahmedabad, 2017 Hyundai Grand i10 Sportz(O) 1.2 MT Manual,5,812000.0
238,""" Manual""",""" 1st Owner""", Petrol,48585,NULL,772000.0,603499, Ahmedabad, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
239,""" Manual""",""" 1st Owner""", Petrol,6189,365000.0,NULL,464199, Ahmedabad, 2018 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,4,438000.0
240,""" Manual""",""" 1st Owner""", Petrol,4916,428000.0,NULL,428599, Ahmedabad, 2020 Maruti Alto VXI Manual,2,513600.0
241,""" Manual""",""" 1st Owner""", Petrol,6118,311000.0,NULL,336699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
242,""" Manual""",""" 1st Owner""", Petrol,22651,686000.0,NULL,689699, Ahmedabad, 2021 Maruti Baleno DELTA 1.2 K12 Manual,1,823200.0
243,""" Automatic""",""" 1st Owner""", Petrol,14471,1063000.0,NULL,849499, Ahmedabad, 2018 Maruti Ciaz ALPHA 1.4 VVT AMT Automatic,4,1275600.0
244,""" Manual""",""" 1st Owner""", Diesel,60680,NULL,823000.0,526899, Ahmedabad, 2017 Maruti Baleno DELTA DDIS 190 Manual,5,823000.0
245,""" Manual""",""" 1st Owner""", Petrol,51298,371000.0,NULL,302099, Ahmedabad, 2017 Hyundai Eon ERA PLUS Manual,5,445200.0
246,""" Manual""",""" 1st Owner""", Petrol,33217,NULL,772000.0,577999, Ahmedabad, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
247,""" Manual""",""" 1st Owner""", Petrol,12144,311000.0,NULL,336699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
248,""" Manual""",""" 1st Owner""", Petrol + CNG,61631,543000.0,NULL,591199, Ahmedabad, 2020 Hyundai NEW SANTRO 1.1 MAGNA CNG MT Manual,2,651600.0
249,""" Manual""",""" 1st Owner""", Petrol,38454,599000.0,NULL,637799, Ahmedabad, 2017 Maruti Dzire VXI Manual,5,718800.0
250,""" Manual""",""" 1st Owner""", Petrol,38391,437000.0,NULL,449799, Ahmedabad, 2017 Maruti Wagon R 1.0 VXI Manual,5,524400.0
251,""" Manual""",""" 1st Owner""", Petrol,45026,311000.0,NULL,334699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
252,""" Manual""",""" 1st Owner""", Petrol,83622,892000.0,NULL,658899, Ahmedabad, 2018 Maruti Ciaz ZETA 1.4 VVT Manual,4,1070400.0
253,""" Manual""",""" 1st Owner""", Petrol,49925,307000.0,NULL,320399, Ahmedabad, 2017 Maruti Alto 800 LXI Manual,5,368400.0
254,""" Manual""",""" 1st Owner""", Petrol,9727,645000.0,NULL,704599, Ahmedabad, 2020 Maruti Baleno DELTA 1.2 K12 Manual,2,774000.0
255,""" Manual""",""" 1st Owner""", Petrol,31312,437000.0,NULL,415399, Ahmedabad, 2016 Maruti Wagon R 1.0 VXI Manual,6,524400.0
256,""" Manual""",""" 1st Owner""", Petrol,42285,311000.0,NULL,336699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
257,""" Automatic""",""" 1st Owner""", Petrol,64002,NULL,2512000.0,1300199, Ahmedabad, 2017 Skoda Octavia 1.8 TSI STYLE PLUS AT Automatic,5,2512000.0
258,""" Manual""",""" 1st Owner""", Petrol,8696,599000.0,NULL,711499, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
259,""" Manual""",""" 1st Owner""", Petrol,64064,NULL,612000.0,524099, Ahmedabad, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
260,""" Manual""",""" 1st Owner""", Petrol,7339,350000.0,NULL,394999, Ahmedabad, 2021 Maruti Alto LXI Manual,1,420000.0
261,""" Manual""",""" 1st Owner""", Diesel,77774,NULL,1136000.0,863599, Ahmedabad, 2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3,1136000.0
262,""" Manual""",""" 1st Owner""", Petrol,10931,350000.0,NULL,369799, Ahmedabad, 2020 Maruti Alto LXI Manual,2,420000.0
263,""" Manual""",""" 1st Owner""", Diesel,83464,NULL,823000.0,535399, Ahmedabad, 2017 Maruti Baleno DELTA DDIS 190 Manual,5,823000.0
264,""" Manual""",""" 1st Owner""", Petrol,71567,356000.0,NULL,325899, Ahmedabad, 2013 Maruti Wagon R 1.0 VXI Manual,9,427200.0
265,""" Manual""",""" 1st Owner""", Petrol,43319,593000.0,NULL,537099, Ahmedabad, 2017 Hyundai Xcent E PLUS Manual,5,711600.0
266,""" Manual""",""" 1st Owner""", Petrol,2340,439000.0,NULL,531399, Ahmedabad, 2021 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,1,526800.0
267,""" Manual""",""" 1st Owner""", Petrol,31829,NULL,1071000.0,745499, Ahmedabad, 2019 Ford Ecosport 1.5 TITANIUM TI VCT Manual,3,1071000.0
268,""" Manual""",""" 1st Owner""", Petrol,48213,NULL,627000.0,492999, Ahmedabad, 2018 Maruti IGNIS ZETA 1.2 K12 Manual,4,627000.0
269,""" Manual""",""" 1st Owner""", Petrol,45942,758000.0,NULL,694999, Ahmedabad, 2020 Maruti Baleno ALPHA 1.2 K12 Manual,2,909600.0
270,""" Manual""",""" 1st Owner""", Petrol,25242,1082000.0,NULL,949899, Ahmedabad, 2019 Maruti XL6 ALPHA SHVS  MT Manual,3,1298400.0
271,""" Manual""",""" 1st Owner""", Petrol,9711,NULL,772000.0,671199, Ahmedabad, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,772000.0
272,""" Manual""",""" 1st Owner""", Petrol,66749,NULL,772000.0,612799, Ahmedabad, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,772000.0
273,""" Manual""",""" 1st Owner""", Diesel,80262,999000.0,NULL,770199, Ahmedabad, 2018 Maruti S Cross ZETA 1.3 SHVS Manual,4,1198800.0
274,""" Manual""",""" 1st Owner""", Petrol,43667,NULL,612000.0,555899, Ahmedabad, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
275,""" Manual""",""" 1st Owner""", Petrol,48541,NULL,755000.0,586599, Ahmedabad, 2017 Maruti Baleno ZETA 1.2 K12 Manual,5,755000.0
276,""" Manual""",""" 1st Owner""", Petrol,67373,307000.0,NULL,301599, Ahmedabad, 2017 Maruti Alto 800 LXI Manual,5,368400.0
277,""" Manual""",""" 1st Owner""", Petrol,16493,645000.0,NULL,699799, Ahmedabad, 2020 Maruti Baleno DELTA 1.2 K12 Manual,2,774000.0
278,""" Manual""",""" 1st Owner""", Petrol,35407,437000.0,NULL,427699, Ahmedabad, 2017 Maruti Wagon R 1.0 VXI Manual,5,524400.0
279,""" Manual""",""" 1st Owner""", Petrol,41831,NULL,627000.0,459199, Ahmedabad, 2017 Maruti IGNIS ZETA 1.2 K12 Manual,5,627000.0
280,""" Manual""",""" 1st Owner""", Petrol,21753,355000.0,NULL,425199, Ahmedabad, 2017 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,5,426000.0
281,""" Manual""",""" 1st Owner""", Petrol,19702,NULL,530000.0,464799, Ahmedabad, 2020 Maruti S PRESSO VXI PLUS Manual,2,530000.0
282,""" Manual""",""" 1st Owner""", Petrol,82050,NULL,1071000.0,681099, Ahmedabad, 2017 Ford Ecosport 1.5 TITANIUM TI VCT Manual,5,1071000.0
283,""" Manual""",""" 1st Owner""", Petrol,32404,NULL,772000.0,654099, Ahmedabad, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
284,""" Manual""",""" 1st Owner""", Petrol,23637,599000.0,NULL,647799, Ahmedabad, 2018 Maruti Dzire VXI Manual,4,718800.0
285,""" Manual""",""" 1st Owner""", Petrol,39361,599000.0,NULL,660899, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
286,""" Manual""",""" 1st Owner""", Petrol,23781,NULL,530000.0,447799, Ahmedabad, 2019 Maruti S PRESSO VXI PLUS Manual,3,530000.0
287,""" Manual""",""" 1st Owner""", Petrol,12248,NULL,772000.0,690899, Ahmedabad, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,772000.0
288,""" Manual""",""" 1st Owner""", Petrol,45720,599000.0,NULL,661399, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
289,""" Manual""",""" 1st Owner""", Petrol,66206,307000.0,NULL,300399, Ahmedabad, 2017 Maruti Alto 800 LXI Manual,5,368400.0
290,""" Manual""",""" 1st Owner""", Petrol,36858,NULL,772000.0,536899, Ahmedabad, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
291,""" Manual""",""" 1st Owner""", Petrol,71695,NULL,516000.0,435699, Ahmedabad, 2017 Maruti IGNIS SIGMA 1.2 K12 Manual,5,516000.0
292,""" Manual""",""" 1st Owner""", Petrol,60044,437000.0,NULL,411599, Ahmedabad, 2017 Maruti Wagon R 1.0 VXI Manual,5,524400.0
293,""" Manual""",""" 1st Owner""", Petrol,13230,350000.0,NULL,392899, Ahmedabad, 2020 Maruti Alto LXI Manual,2,420000.0
294,""" Manual""",""" 1st Owner""", Petrol,46019,NULL,830000.0,551999, Ahmedabad, 2016 Maruti Baleno ALPHA 1.2 K12 Manual,6,830000.0
295,""" Manual""",""" 1st Owner""", Petrol,41284,NULL,706000.0,550999, Ahmedabad, 2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,4,706000.0
296,""" Manual""",""" 1st Owner""", Petrol,19376,NULL,772000.0,638199, Ahmedabad, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,772000.0
297,""" Manual""",""" 1st Owner""", Diesel,104972,810000.0,NULL,709699, Ahmedabad, 2018 Maruti Vitara Brezza VDI Manual,4,972000.0
298,""" Manual""",""" 1st Owner""", Petrol,39319,350000.0,NULL,366999, Ahmedabad, 2020 Maruti Alto LXI Manual,2,420000.0
299,""" Manual""",""" 1st Owner""", Petrol,8956,645000.0,NULL,704199, Ahmedabad, 2020 Maruti Baleno DELTA 1.2 K12 Manual,2,774000.0
300,""" Manual""",""" 1st Owner""", Petrol,9193,NULL,772000.0,627299, Ahmedabad, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
301,""" Manual""",""" 1st Owner""", Petrol,64171,311000.0,NULL,303299, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
302,""" Manual""",""" 1st Owner""", Petrol,80865,437000.0,NULL,438199, Ahmedabad, 2018 Maruti Wagon R 1.0 VXI Manual,4,524400.0
303,""" Manual""",""" 1st Owner""", Petrol,8550,428000.0,NULL,432999, Ahmedabad, 2020 Maruti Alto VXI Manual,2,513600.0
304,""" Manual""",""" 1st Owner""", Petrol,5479,428000.0,NULL,432999, Ahmedabad, 2020 Maruti Alto VXI Manual,2,513600.0
305,""" Manual""",""" 1st Owner""", Petrol,6590,428000.0,NULL,400499, Ahmedabad, 2020 Maruti Alto VXI Manual,2,513600.0
306,""" Manual""",""" 1st Owner""", Petrol,50638,311000.0,NULL,306399, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
307,""" Manual""",""" 1st Owner""", Petrol,9927,311000.0,NULL,336699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
308,""" Manual""",""" 1st Owner""", Petrol,21948,NULL,772000.0,681299, Ahmedabad, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,772000.0
309,""" Manual""",""" 1st Owner""", Petrol,48691,437000.0,NULL,460099, Ahmedabad, 2018 Maruti Wagon R 1.0 VXI Manual,4,524400.0
310,""" Manual""",""" 1st Owner""", Petrol,8413,437000.0,NULL,477399, Ahmedabad, 2018 Maruti Wagon R 1.0 VXI Manual,4,524400.0
311,""" Manual""",""" 1st Owner""", Petrol,34151,NULL,772000.0,613799, Ahmedabad, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
312,""" Manual""",""" 1st Owner""", Petrol,46160,NULL,772000.0,565299, Ahmedabad, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
313,""" Manual""",""" 1st Owner""", Petrol,2537,350000.0,NULL,410099, Ahmedabad, 2021 Maruti Alto LXI Manual,1,420000.0
314,""" Manual""",""" 1st Owner""", Petrol,83401,356000.0,NULL,320799, Ahmedabad, 2013 Maruti Wagon R 1.0 VXI Manual,9,427200.0
315,""" Manual""",""" 1st Owner""", Petrol,23128,NULL,520000.0,381599, Ahmedabad, 2020 Maruti S PRESSO VXI Manual,2,520000.0
316,""" Manual""",""" 1st Owner""", Petrol,58978,599000.0,NULL,659899, Ahmedabad, 2019 Maruti Dzire VXI Manual,3,718800.0
317,""" Manual""",""" 1st Owner""", Petrol,35950,311000.0,NULL,336699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
318,""" Manual""",""" 1st Owner""", Petrol,24280,NULL,772000.0,583799, Ahmedabad, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
319,""" Manual""",""" 1st Owner""", Petrol,39999,NULL,830000.0,716799, Ahmedabad, 2019 Maruti Baleno ALPHA 1.2 K12 Manual,3,830000.0
320,""" Manual""",""" 1st Owner""", Petrol,16295,NULL,772000.0,629899, Ahmedabad, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
321,""" Manual""",""" 1st Owner""", Petrol,20945,NULL,772000.0,618499, Ahmedabad, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
322,""" Manual""",""" 1st Owner""", Petrol,39644,326000.0,NULL,307699, Ahmedabad, 2019 Maruti Alto 800 VXI Manual,3,391200.0
323,""" Manual""",""" 1st Owner""", Petrol,9092,NULL,755000.0,693599, Ahmedabad, 2019 Maruti Baleno ZETA 1.2 K12 Manual,3,755000.0
324,""" Manual""",""" 1st Owner""", Petrol,72430,NULL,830000.0,613299, Ahmedabad, 2017 Maruti Baleno ALPHA 1.2 K12 Manual,5,830000.0
325,""" Manual""",""" 1st Owner""", Petrol,10874,428000.0,NULL,367099, Ahmedabad, 2020 Maruti Alto VXI Manual,2,513600.0
326,""" Automatic""",""" 1st Owner""", Petrol,23583,1124000.0,NULL,1142299, Ahmedabad, 2020 Hyundai Verna SX PETROL AT Automatic,2,1348800.0
327,""" Manual""",""" 1st Owner""", Petrol,24707,311000.0,NULL,336699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
328,""" Manual""",""" 1st Owner""", Petrol,16536,345000.0,NULL,352899, Ahmedabad, 2019 Maruti Alto 800 LXI Manual,3,414000.0
329,""" Manual""",""" 1st Owner""", Petrol,19724,307000.0,NULL,320399, Ahmedabad, 2017 Maruti Alto 800 LXI Manual,5,368400.0
330,""" Manual""",""" 1st Owner""", Petrol,18519,345000.0,NULL,352899, Ahmedabad, 2019 Maruti Alto 800 LXI Manual,3,414000.0
331,""" Manual""",""" 1st Owner""", Petrol,16858,NULL,772000.0,610899, Ahmedabad, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
332,""" Manual""",""" 1st Owner""", Petrol,5601,350000.0,NULL,423999, Ahmedabad, 2021 Maruti Alto LXI Manual,1,420000.0
333,""" Manual""",""" 1st Owner""", Petrol,4722,350000.0,NULL,366999, Ahmedabad, 2021 Maruti Alto LXI Manual,1,420000.0
334,""" Manual""",""" 1st Owner""", Petrol,19607,NULL,755000.0,658699, Ahmedabad, 2018 Maruti Baleno ZETA 1.2 K12 Manual,4,755000.0
335,""" Manual""",""" 1st Owner""", Petrol,60531,311000.0,NULL,330699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
336,""" Manual""",""" 1st Owner""", Petrol,23995,NULL,755000.0,694299, Ahmedabad, 2018 Maruti Baleno ZETA 1.2 K12 Manual,4,755000.0
337,""" Manual""",""" 1st Owner""", Petrol,10250,350000.0,NULL,391999, Ahmedabad, 2021 Maruti Alto LXI Manual,1,420000.0
338,""" Manual""",""" 1st Owner""", Petrol,34626,311000.0,NULL,336699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
339,""" Manual""",""" 1st Owner""", Petrol,60555,311000.0,NULL,325699, Ahmedabad, 2018 Maruti Alto 800 LXI Manual,4,373200.0
340,""" Manual""",""" 1st Owner""", Petrol,12173,350000.0,NULL,392399, Ahmedabad, 2020 Maruti Alto LXI Manual,2,420000.0
